itr,mu,sigma
385,1.9168831168831169,2.699585090234441
386,1.9170984455958548,2.6926091975623514
387,1.9147286821705427,2.6878192416321136
388,1.9149484536082475,2.6809105643532782
389,1.9125964010282777,2.676165238136148
390,1.9205128205128206,2.693681788297173
391,1.9462915601023019,2.94596450834309
392,1.9438775510204083,2.940727821740941
393,1.9414758269720103,2.9355062188813137
394,1.9416243654822336,2.9280643665129213
395,1.941772151898734,2.920660150616889
396,1.9419191919191918,2.9132932863993473
397,1.9395465994962218,2.9081841772995194
398,1.9371859296482412,2.903089568445241
399,1.93734335839599,2.8958235186964902
400,1.94,2.8914000000000004
401,1.9376558603491272,2.8863875224656566
402,1.9378109452736318,2.8792170985866683
403,1.9379652605459057,2.8720822121926743
404,1.938118811881188,2.8649825997451233
405,1.9358024691358025,2.8600762078951383
406,1.9334975369458127,2.8551833337377763
407,1.9385749385749387,2.858634824236789
408,1.9362745098039216,2.853782199154171
409,1.938875305623472,2.849564505233708
410,1.9365853658536585,2.8447590719809637
411,1.9343065693430657,2.839966611611345
412,1.9490291262135921,2.922159251578848
413,1.9467312348668282,2.9172592909614288
414,1.9444444444444444,2.9123725174449815
415,1.9421686746987952,2.9074989113078824
416,1.9495192307692308,2.922932461168639
417,1.947242206235012,2.9180799245495685
418,1.944976076555024,2.9132403104324536
419,1.954653937947494,2.9454377680692176
420,1.9523809523809523,2.940589569160998
421,1.9548693586698338,2.936205505498163
422,1.957345971563981,2.931829922957706
423,1.955082742316785,2.9270604541466168
424,1.9575471698113207,2.9227260590957638
425,1.9552941176470588,2.9180013840830448
426,1.9553990610328638,2.9111562961493536
427,1.9531615925058547,2.9064712689698293
428,1.9509345794392523,2.9017981919818325
429,1.9557109557109558,2.9047983873158696
430,1.9534883720930232,2.900162249864792
431,1.9535962877030162,2.8934383428168458
432,1.9513888888888888,2.8888406635802473
433,1.951501154734411,2.8821744208993594
434,1.9493087557603688,2.877614729554673
435,1.9471264367816092,2.8730664552781082
436,1.9472477064220184,2.866483250568134
437,1.9519450800915332,2.8695442715833455
438,1.95662100456621,2.872547486499448
439,1.9544419134396356,2.86808391405192
440,1.9522727272727274,2.863631198347107
441,1.9501133786848073,2.859189329548902
442,1.9479638009049773,2.85475829733216
443,1.945823927765237,2.8503380908947307
444,1.9436936936936937,2.8459286989692396
445,1.9415730337078652,2.8415301098346166
446,1.9394618834080717,2.8371423113273946
447,1.9373601789709172,2.8327652908527647
448,1.9352678571428572,2.828399035395408
449,1.935412026726058,2.822109017316382
450,1.96,3.0872888888888896
451,1.9778270509977827,3.2234551452549405
452,1.9756637168141593,3.218434293993265
453,1.9867549668874172,3.2669327368682666
454,1.9845814977973568,3.2618768072347613
455,1.9846153846153847,3.2547083685545224
456,1.9824561403508771,3.2496922129886117
457,1.9824945295404814,3.2425819611298112
458,1.98471615720524,3.2377576705249718
459,1.9825708061002179,3.2328116916095904
460,1.9891304347826086,3.2455340264650285
461,1.9869848156182213,3.240611516038415
462,1.9848484848484849,3.235701167519349
463,1.9913606911447084,3.248305491932136
464,1.9935344827586208,3.2434926798454216
465,1.9913978494623656,3.238635680425482
466,1.9957081545064377,3.240324927701745
467,1.993576017130621,3.235504770987991
468,1.9914529914529915,3.230696179414128
469,1.9893390191897655,3.2258991366651357
470,1.9893617021276595,3.2190357627885926
471,1.9872611464968153,3.2142750889150333
472,1.9851694915254237,3.2095258187302504
473,1.9830866807610994,3.204787935403993
474,1.9831223628691983,3.1980273816518014
475,1.9810526315789474,3.1933252077562324
476,1.9789915966386555,3.188634277240307
477,1.9769392033542976,3.1839545728236844
478,1.9769874476987448,3.1772946902190085
479,1.977035490605428,3.17066261043144
480,1.9770833333333333,3.164058159722223
481,1.9833679833679834,3.176438552737929
482,1.983402489626556,3.1698490039772036
483,1.9813664596273293,3.165284261152476
484,1.9896694214876034,3.192042039478178
485,1.9896907216494846,3.1854607290891703
486,1.9876543209876543,3.180917543057461
487,1.9856262833675564,3.176384772040191
488,1.9836065573770492,3.171862402579951
489,1.98159509202454,3.1673504209166063
490,1.9795918367346939,3.1628488129945858
491,1.9775967413441955,3.158357564470033
492,1.975609756097561,3.1538766607178266
493,1.9797160243407708,3.155775172907521
494,1.9777327935222673,3.151326033863856
495,1.9919191919191919,3.2443791449852055
496,1.9899193548387097,3.239817735431841
497,1.9899396378269618,3.2332991915274345
498,1.9879518072289157,3.2287705037015524
499,1.9859719438877756,3.224252111437303
500,1.984,3.219744
501,1.9820359281437125,3.2152461543977915
502,1.9800796812749004,3.210758559387946
503,1.9801192842942346,3.204376128912411
504,1.9781746031746033,3.199920477450239
505,1.9801980198019802,3.1956474855406336
506,1.982213438735178,3.191383242981456
507,1.982248520710059,3.1850892242335123
508,1.9803149606299213,3.1807148614297227
509,1.9783889980353635,3.1763502533956562
510,1.9784313725490197,3.1701230296039977
511,1.9765166340508806,3.165789040329962
512,1.9921875,3.28509521484375
513,1.9922027290448343,3.278691639212825
514,1.9941634241245136,3.2742850005299093
515,1.992233009708738,3.2698425864831746
516,1.9922480620155039,3.2635057989303533
517,1.990328820116054,3.259094089169402
518,1.998069498069498,3.2837800569460804
519,1.998073217726397,3.277452934908914
520,1.9961538461538462,3.273062130177515
521,1.9961612284069097,3.2667798895524265
522,1.9942528735632183,3.262419077817413
523,1.9923518164435947,3.2580677003169676
524,1.9942748091603053,3.2537840160829785
525,1.9923809523809524,3.2494657596371885
526,1.9980988593155893,3.2604526594283567
527,1.9962049335863377,3.2561525803931177
528,1.9943181818181819,3.251861656336088
529,1.998109640831758,3.253304555086639
530,1.9962264150943396,3.249042363830545
531,1.9943502824858756,3.24478917297073
532,1.9962406015037595,3.240587370682345
533,1.9943714821763603,3.2363660683799793
534,1.9925093632958801,3.2321536281894825
535,1.994392523364486,3.2280059393833525
536,1.992537313432836,3.223824905324125
537,1.9906890130353818,3.219652597886735
538,1.9888475836431228,3.215489006509031
539,1.9870129870129871,3.211334120425029
540,1.9851851851851852,3.20718792866941
541,1.9833641404805915,3.2030504200819325
542,1.981549815498155,3.1989215833117735
543,1.9797421731123388,3.1948014068217976
544,1.9797794117647058,3.1889293631055367
545,1.9779816513761468,3.1848362932413092
546,1.97985347985348,3.1809127990446666
547,1.9780621572212065,3.17684962684946
548,1.9817518248175183,3.1784991208908306
549,1.9799635701275045,3.1744619294561067
550,1.9781818181818183,3.17043305785124
551,1.9764065335753176,3.1664124953475126
552,1.9746376811594204,3.162400231043898
553,1.972875226039783,3.15839625387088
554,1.9711191335740073,3.1544005525941947
555,1.9693693693693695,3.1504131158185205
556,1.9676258992805755,3.146433931991098
557,1.9658886894075405,3.142462989405284
558,1.971326164874552,3.153299674978482
559,1.9695885509838997,3.1493434800835898
560,1.9732142857142858,3.1510682397959178
561,1.9714795008912656,3.147136670257149
562,1.9697508896797153,3.143213105203835
563,1.9786856127886323,3.18249418712871
564,1.9787234042553192,3.1768522710125238
565,1.976991150442478,3.1729219202756664
566,1.9752650176678446,3.168999488069522
567,1.9753086419753085,3.163411500860061
568,1.9735915492957747,3.1595138613370355
569,1.9736379613356767,3.1539623364148244
570,1.9859649122807017,3.2348907356109575
571,1.9964973730297724,3.292457083618318
572,2.0087412587412588,3.372301212773241
573,2.006980802792321,3.3681886156873135
574,2.008710801393728,3.36403562019692
575,2.0069565217391303,3.3599516068052937
576,2.0069444444444446,3.3541184413580245
577,2.0138648180242633,3.3758909557293
578,2.0121107266435985,3.3718256486392653
579,2.010362694300518,3.367768262235227
580,2.0120689655172415,3.3636474435196195
581,2.010327022375215,3.359617965345522
582,2.008591065292096,3.3555962966899306
583,2.008576329331046,3.3498406832818954
584,2.006849315068493,3.3458434978419973
585,2.005128205128205,3.3418540433925044
586,2.0034129692832763,3.3378723106850403
587,2.0051107325383306,3.3338750729171807
588,2.0051020408163267,3.3282052616965148
589,2.0033955857385397,3.3242669080280534
590,2.0050847457627117,3.320313128411377
591,2.003384094754653,3.3164014074627595
592,2.001689189189189,3.312497146639884
593,2.0101180438448565,3.348970137836309
594,2.008417508417508,3.3450469906698874
595,2.0084033613445373,3.3394251818374423
596,2.006711409395973,3.3355254267825787
597,2.00502512562814,3.3316330395697102
598,2.005016722408026,3.3260617890180217
599,2.0050083472454086,3.3205091401640487
600,2.0049999999999994,3.3149750000000022
601,2.008319467554076,3.3160705535145265
602,2.008305647840531,3.310562245449832
603,2.006633499170812,3.3067553333388355
604,2.004966887417218,3.3029554624797175
605,2.0033057851239664,3.299162625503725
606,2.0049504950495045,3.295355030552562
607,2.0032948929159797,3.2915871667449244
608,2.00328947368421,3.286173389889198
609,2.0032840722495893,3.2807773922093615
610,2.0016393442622946,3.2770464928782603
611,2.001636661211129,3.271683082387545
612,1.9999999999999996,3.267973856209152
613,1.9983686786296897,3.2642714007808
614,1.9983713355048855,3.258955002175091
615,2.001626016260162,3.26015995769714
616,1.9999999999999993,3.256493506493509
617,1.9983792544570496,3.25283367788405
618,1.998381877022653,3.2475701972120143
619,2.003231017770597,3.256855473286689
620,2.0064516129032253,3.258022892819982
621,2.0048309178743957,3.2544050036173564
622,2.0048231511254015,3.249172878692322
623,2.006420545746388,3.245544651391679
624,2.0080128205128203,3.24192297419461
625,2.0079999999999996,3.2367360000000014
626,2.0127795527156547,3.2458430728087473
627,2.015948963317384,3.2469545619885603
628,2.0159235668789806,3.2417846565783615
629,2.0143084260731317,3.238269036828844
630,2.012698412698412,3.234759385235577
631,2.0206022187004753,3.2689891777446816
632,2.018987341772152,3.2654622656625536
633,2.0173775671406005,3.2619413061002414
634,2.0157728706624605,3.2584262954154184
635,2.014173228346457,3.254917229834459
636,2.0141509433962264,3.249799750800997
637,2.012558869701727,3.246310092688204
638,2.0141065830721003,3.2427477127779794
639,2.0156494522691704,3.2391917143619855
640,2.0171874999999995,3.2356420898437523
641,2.01560062402496,3.232205918501953
642,2.0155763239875384,3.2271717083491067
643,2.013996889580093,3.223754320363578
644,2.0170807453416146,3.2248635276416815
645,2.015503875968992,3.2214650561865295
646,2.0139318885448914,3.2180721563515426
647,2.0123647604327664,3.214684825218761
648,2.0123456790123453,3.2097241274196024
649,2.012326656394453,3.2047787160999155
650,2.0107692307692306,3.201422485207101
651,2.0291858678955452,3.4169669255145694
652,2.0276073619631902,3.413348263013286
653,2.0336906584992342,3.432249319315493
654,2.032110091743119,3.4286325505709403
655,2.030534351145038,3.425021851873434
656,2.028963414634146,3.4214172181737066
657,2.0273972602739727,3.4178186443151723
658,2.027355623100304,3.4126255300671655
659,2.025796661608498,3.409046216620114
660,2.027272727272728,3.405316804407712
661,2.0272314674735252,3.400166162761688
662,2.0287009063444112,3.39645722474238
663,2.0271493212669687,3.3929280727257822
664,2.0256024096385548,3.389404757584553
665,2.0240601503759406,3.385887274577418
666,2.0255255255255262,3.3822313304295255
667,2.023988005997002,3.378734920395871
668,2.02245508982036,3.375244271935169
669,2.020926756352766,3.3717593802855896
670,2.023880597014926,3.372564045444417
671,2.0223546944858426,3.369097883133697
672,2.020833333333334,3.3656374007936485
673,2.025260029717683,3.3738047243607685
674,2.025222551928784,3.368800024654613
675,2.023703703703704,3.3653640603566517
676,2.0369822485207103,3.479401544063582
677,2.0369276218611523,3.4742641203153184
678,2.03834808259587,3.470505825741162
679,2.0382916053019144,3.4653967868367452
680,2.036764705882353,3.461883650519032
681,2.0352422907488985,3.458376189459657
682,2.0351906158357767,3.453307075102556
683,2.033674963396779,3.4498176805883958
684,2.033625730994152,3.444775742963646
685,2.0321167883211677,3.441304278331292
686,2.030612244897959,3.437838400666391
687,2.0305676855895194,3.4328356311537416
688,2.030523255813953,3.4278474006219586
689,2.0290275761973873,3.4244113911118337
690,2.0362318840579707,3.455208989708045
691,2.0347322720694643,3.451760384182827
692,2.0361271676300574,3.4481167930769505
693,2.0346320346320343,3.4446880680646927
694,2.034582132564841,3.4397262663089982
695,2.0345323741007193,3.434778738160551
696,2.0330459770114944,3.4313792277711714
697,2.0315638450502154,3.4279850723226613
698,2.030085959885387,3.4245962676825314
699,2.0300429184549356,3.4196982814198087
700,2.0285714285714285,3.4163265306122454
701,2.0271041369472185,3.412960087586309
702,2.0284900284900287,3.409444728533047
703,2.031294452347084,3.4101159630844426
704,2.029829545454546,3.4067806527634286
705,2.0297872340425536,3.401949600120717
706,2.0354107648725215,3.4194259644166944
707,2.0339462517680342,3.416103663306317
708,2.032485875706215,3.412786475789204
709,2.031029619181947,3.4094743982764406
710,2.0323943661971833,3.4059928585598094
711,2.0309423347398035,3.402699393299189
712,2.029494382022472,3.3994109803055164
713,2.02945301542777,3.394644441340837
714,2.0364145658263304,3.42444428751893
715,2.0391608391608393,3.4250398552496444
716,2.0377094972067042,3.4217623513623163
717,2.0404463040446306,3.4223529388880127
718,2.040389972144847,3.4175887058604433
719,2.0389429763560503,3.41433879925178
720,2.0375000000000005,3.4110937499999983
721,2.036061026352289,3.407853555221691
722,2.034626038781164,3.404618211953559
723,2.0331950207468883,3.4013877171536286
724,2.0317679558011053,3.39816206770245
725,2.030344827586207,3.3949412604042806
726,2.0330578512396693,3.39560139334745
727,2.031636863823934,3.3923966329189126
728,2.03021978021978,3.3891966549933583
729,2.02880658436214,3.386001456417552
730,2.0273972602739727,3.3828110339650967
731,2.0259917920656636,3.3796253843375546
732,2.0245901639344264,3.376444504165547
733,2.0231923601637107,3.3732683900098452
734,2.0217983651226157,3.3700970383624496
