itr,mu,sigma
1,2.0,0.0
2,2.5,0.25
3,2.3333333333333335,0.22222222222222143
4,2.0,0.5
5,1.8,0.5599999999999996
6,1.8333333333333333,0.47222222222222276
7,1.7142857142857142,0.48979591836734704
8,1.625,0.484375
9,1.5555555555555556,0.46913580246913567
10,1.5,0.4500000000000002
11,1.4545454545454546,0.4297520661157024
12,1.4166666666666667,0.4097222222222219
13,1.3846153846153846,0.3905325443786982
14,1.3571428571428572,0.3724489795918362
15,1.3333333333333333,0.3555555555555556
16,1.3125,0.33984375
17,1.2941176470588236,0.32525951557093413
18,1.2777777777777777,0.31172839506172867
19,1.263157894736842,0.2991689750692521
20,1.25,0.2875000000000001
21,1.2380952380952381,0.27664399092970515
22,1.2272727272727273,0.26652892561983466
23,1.2173913043478262,0.25708884688090716
24,1.25,0.27083333333333326
25,1.24,0.26239999999999997
26,1.2307692307692308,0.25443786982248495
27,1.2222222222222223,0.24691358024691334
28,1.2142857142857142,0.23979591836734704
29,1.206896551724138,0.23305588585017856
30,1.2,0.2266666666666668
31,1.1935483870967742,0.22060353798126942
32,1.1875,0.21484375
33,1.1818181818181819,0.20936639118457268
34,1.1764705882352942,0.2041522491349479
35,1.1714285714285715,0.19918367346938748
36,1.1666666666666667,0.1944444444444442
37,1.162162162162162,0.1899196493791091
38,1.157894736842105,0.18559556786703646
39,1.1538461538461537,0.18145956607495095
40,1.15,0.1775000000000002
41,1.146341463414634,0.17370612730517565
42,1.1428571428571428,0.17006802721088454
43,1.1395348837209303,0.16657652785289323
44,1.1363636363636365,0.1632231404958675
45,1.1333333333333335,0.15999999999999948
46,1.1304347826086958,0.1568998109640829
47,1.1276595744680853,0.15391579900407382
48,1.1250000000000002,0.1510416666666663
49,1.122448979591837,0.14827155351936616
50,1.1200000000000003,0.14559999999999929
51,1.1176470588235297,0.14302191464821168
52,1.1153846153846156,0.14053254437869755
53,1.1509433962264153,0.20363118547525771
54,1.1481481481481484,0.20027434842249625
55,1.1636363636363638,0.2095867768595039
56,1.160714285714286,0.20631377551020336
57,1.1578947368421055,0.2031394275161582
58,1.1551724137931036,0.20005945303210426
59,1.1525423728813562,0.19706980752657222
60,1.1500000000000001,0.19416666666666638
61,1.1475409836065575,0.19134641225476967
62,1.145161290322581,0.18860561914672136
63,1.142857142857143,0.18594104308389992
64,1.1406250000000002,0.18334960937499956
65,1.1384615384615386,0.1808284023668636
66,1.1363636363636367,0.1783746556473822
67,1.1343283582089556,0.1759857429271543
68,1.132352941176471,0.1736591695501719
69,1.130434782608696,0.1713925645872707
70,1.128571428571429,0.16918367346938679
71,1.1267605633802822,0.16703035112080822
72,1.1250000000000004,0.16493055555555447
73,1.1232876712328772,0.16288234190279494
74,1.1216216216216222,0.16088385682980144
75,1.1200000000000006,0.15893333333333204
76,1.1184210526315794,0.15702908587257514
77,1.1168831168831175,0.15516950581885514
78,1.1153846153846159,0.15335305719920989
79,1.113924050632912,0.15157827271270508
80,1.1125000000000005,0.14984374999999917
81,1.1111111111111116,0.14814814814814725
82,1.1097560975609762,0.14649018441403827
83,1.1084337349397595,0.1448686311511096
84,1.1071428571428577,0.14328231292516924
85,1.105882352941177,0.14173010380622753
86,1.104651162790698,0.14021092482422892
87,1.1034482758620694,0.13872374157748668
88,1.1022727272727277,0.13726756198347045
89,1.1123595505617982,0.14467870218406698
90,1.1111111111111116,0.14320987654320927
91,1.1098901098901104,0.14177031759449266
92,1.1086956521739135,0.14035916824196537
93,1.1075268817204305,0.13897560411608256
94,1.1063829787234045,0.1376188320507017
95,1.1052631578947372,0.13628808864265918
96,1.104166666666667,0.13498263888888884
97,1.103092783505155,0.13370177489637558
98,1.102040816326531,0.1324448146605579
99,1.1010101010101012,0.13121110090807075
100,1.11,0.13790000000000036
101,1.108910891089109,0.13665326928732502
102,1.107843137254902,0.13542868127643248
103,1.1067961165048543,0.1342256574606473
104,1.1057692307692308,0.13304363905325478
105,1.1142857142857143,0.1393197278911571
106,1.1132075471698113,0.13812744749021078
107,1.1121495327102804,0.13695519259323996
108,1.1111111111111112,0.13580246913580285
109,1.110091743119266,0.13466879892265005
110,1.1090909090909091,0.13355371900826496
111,1.1261261261261262,0.16427238048859705
112,1.1339285714285714,0.1695631377551028
113,1.1327433628318584,0.16821990758869187
114,1.1578947368421053,0.23822714681440482
115,1.1565217391304348,0.23637051039697599
116,1.1637931034482758,0.24041319857312793
117,1.1623931623931625,0.2385857257652133
118,1.1610169491525424,0.23678540649238755
119,1.1596638655462186,0.23501165171951155
120,1.1583333333333334,0.23326388888888916
121,1.1570247933884297,0.2315415613687597
122,1.1557377049180328,0.22984412792260178
123,1.1544715447154472,0.2281710621984272
124,1.1612903225806452,0.23204994797086398
125,1.16,0.2304000000000006
126,1.1587301587301588,0.2287729906777527
127,1.1732283464566928,0.25345650691301436
128,1.171875,0.25170898437500044
129,1.1705426356589148,0.24998497686437138
130,1.1692307692307693,0.24828402366863944
131,1.16793893129771,0.24660567565992686
132,1.1742424242424243,0.2499426078971536
133,1.1729323308270676,0.24828989767652265
134,1.171641791044776,0.2466584985520166
135,1.1777777777777778,0.24987654320987684
136,1.1764705882352942,0.24826989619377193
137,1.1751824817518248,0.24668336086099463
138,1.173913043478261,0.2451165721487083
139,1.1726618705035974,0.2435691734382277
140,1.1714285714285717,0.2420408163265304
141,1.170212765957447,0.24053116040440603
142,1.1690140845070425,0.239039873041063
143,1.188811188811189,0.2930216636510343
144,1.1944444444444446,0.2955246913580245
145,1.1931034482758622,0.293745541022592
146,1.1986301369863015,0.2961625070369678
147,1.2040816326530615,0.29848674163542954
148,1.2027027027027029,0.2967494521548577
149,1.2013422818791948,0.29503175532633685
150,1.2133333333333336,0.3144888888888886
151,1.2119205298013247,0.3127055830884611
152,1.210526315789474,0.3109418282548475
153,1.2091503267973858,0.3091973172711351
154,1.207792207792208,0.30747174903019014
155,1.2193548387096778,0.3260770031217477
156,1.2179487179487183,0.32429322813938155
157,1.2165605095541405,0.3225282972940071
158,1.227848101265823,0.3404903060406981
159,1.226415094339623,0.338673311973418
160,1.2250000000000003,0.3368749999999996
161,1.2236024844720501,0.33509509663978965
162,1.2222222222222225,0.3333333333333328
163,1.2208588957055218,0.3315894463472464
164,1.2195121951219516,0.32986317668054665
