0,0.0
331,0.0004
8,0.0047
5001,0.0827
80,0.004
81,0.0033
29,0.0089
48,0.0054
123,0.002
14,0.0083
60,0.0041
50,0.0041
1368,0.0002
44,0.0049
2500,0.0001
28,0.0072
19,0.0084
87,0.0022
82,0.0028
72,0.0035
13,0.0084
127,0.0016
37,0.0054
578,0.0003
30,0.0086
457,0.0002
41,0.0059
99,0.0019
20,0.0096
71,0.0024
83,0.0033
89,0.003
86,0.0024
351,0.0007
22,0.0089
608,0.0004
266,0.0005
244,0.0004
2549,0.0001
925,0.0001
2205,0.0001
153,0.0014
493,0.0002
34,0.0057
39,0.0058
45,0.0045
62,0.0037
131,0.0011
103,0.0021
55,0.0055
573,0.0003
245,0.0004
3704,0.0002
1597,0.0001
930,0.0002
33,0.0059
36,0.0061
763,0.0003
32,0.0074
213,0.0009
3791,0.0001
18,0.0088
172,0.001
138,0.0014
11,0.0086
938,0.0001
25,0.0097
43,0.0042
653,0.0001
68,0.0033
328,0.0002
93,0.0023
26,0.0085
486,0.0003
101,0.0023
27,0.0083
1491,0.0003
42,0.0056
243,0.0005
2690,0.0001
499,0.0006
241,0.0012
298,0.0005
73,0.0039
876,0.0002
61,0.0038
3166,0.0001
35,0.0072
135,0.0019
191,0.0006
40,0.0048
74,0.0039
23,0.0094
1414,0.0001
256,0.0007
1184,0.0001
21,0.0084
146,0.0015
200,0.0006
1848,0.0002
1996,0.0001
2521,0.0001
511,0.0002
890,0.0003
210,0.0008
106,0.0026
1852,0.0002
65,0.0041
56,0.0046
145,0.0015
147,0.0009
9,0.0063
124,0.0021
24,0.0077
51,0.0036
670,0.0001
78,0.0022
2194,0.0001
95,0.0029
119,0.002
1252,0.0003
1579,0.0001
178,0.0015
357,0.0007
69,0.0034
121,0.0014
3352,0.0001
108,0.0024
365,0.0001
429,0.0003
141,0.0018
46,0.0057
177,0.0012
1108,0.0003
15,0.0085
10,0.0064
16,0.0084
98,0.002
67,0.0041
169,0.0014
2320,0.0002
47,0.004
1791,0.0001
53,0.0056
421,0.0001
982,0.0001
183,0.0007
327,0.0008
346,0.0006
52,0.0054
1901,0.0002
201,0.0012
17,0.0089
94,0.0024
684,0.0003
3032,0.0001
701,0.0002
371,0.0007
3971,0.0001
525,0.0002
111,0.0024
825,0.0003
3777,0.0001
612,0.0002
118,0.0018
6,0.0031
109,0.0014
2310,0.0001
703,0.0003
1630,0.0001
90,0.0023
286,0.0004
70,0.0035
264,0.0007
114,0.0022
1482,0.0002
251,0.001
120,0.0019
452,0.0003
534,0.0003
3085,0.0001
342,0.0003
190,0.0012
154,0.0013
58,0.0032
233,0.0004
85,0.0027
158,0.0016
1260,0.0002
188,0.0015
508,0.0003
152,0.0016
669,0.0003
246,0.001
207,0.0016
185,0.0009
945,0.0003
112,0.0018
31,0.0075
348,0.0007
77,0.0029
505,0.0001
181,0.0013
637,0.0002
2894,0.0001
1586,0.0001
333,0.0004
722,0.0002
812,0.0002
727,0.0002
501,0.0003
602,0.0005
12,0.0091
1226,0.0002
793,0.0001
198,0.0009
167,0.0013
49,0.0048
306,0.0004
786,0.0002
1044,0.0002
4203,0.0001
774,0.0005
63,0.005
492,0.0003
162,0.0017
284,0.0006
1938,0.0001
136,0.0016
2729,0.0001
270,0.0005
117,0.0016
163,0.0006
977,0.0002
813,0.0001
373,0.0005
1153,0.0001
308,0.0004
160,0.0017
1420,0.0003
649,0.0004
165,0.0012
453,0.0004
423,0.0002
478,0.0005
998,0.0001
310,0.0006
38,0.0061
