0,0.0
11,0.0227
48,0.0054
38,0.0061
61,0.0022
34,0.0066
155,0.0006
144,0.0011
4320,0.0001
18,0.0123
213,0.0006
36,0.0064
15,0.0181
46,0.0048
10,0.0201
5001,0.0472
143,0.0006
6,0.0292
41,0.0057
272,0.0003
31,0.0069
12,0.0193
13,0.0174
892,0.0002
29,0.0087
32,0.0079
110,0.0017
62,0.0031
153,0.0014
22,0.0118
43,0.0049
3813,0.0002
2621,0.0001
104,0.0019
7,0.0274
154,0.0009
1453,0.0001
9,0.022
111,0.0013
66,0.0039
44,0.0051
16,0.0169
324,0.0005
21,0.0107
24,0.0101
74,0.0026
304,0.0004
2224,0.0001
73,0.0032
358,0.0002
8,0.0223
2409,0.0001
30,0.0087
3808,0.0001
1073,0.0002
802,0.0001
26,0.0087
20,0.0109
25,0.0105
167,0.0011
40,0.0044
91,0.0021
796,0.0002
986,0.0002
4,0.0214
711,0.0002
475,0.0005
59,0.0025
1758,0.0001
103,0.0015
54,0.0037
512,0.0001
290,0.0003
108,0.0014
50,0.0042
5,0.0276
543,0.0004
14,0.016
4986,0.0001
93,0.0015
3686,0.0001
1238,0.0002
86,0.0023
98,0.0018
806,0.0002
136,0.0014
55,0.0035
37,0.0059
1459,0.0001
67,0.003
1016,0.0001
65,0.0025
75,0.0026
3851,0.0001
80,0.0021
449,0.0002
2519,0.0001
1011,0.0001
63,0.0025
421,0.0001
118,0.0008
131,0.0007
109,0.0007
135,0.0007
142,0.0006
35,0.0062
356,0.0001
72,0.0032
223,0.0004
27,0.0083
194,0.0006
395,0.0002
107,0.0017
777,0.0002
211,0.0011
127,0.0009
3,0.0152
185,0.0006
1665,0.0001
60,0.0029
842,0.0001
101,0.0015
33,0.0062
94,0.0013
226,0.0008
177,0.0006
504,0.0001
39,0.0055
1306,0.0001
51,0.0026
115,0.0009
42,0.0045
209,0.0007
1443,0.0001
357,0.0002
134,0.0006
95,0.0013
264,0.0006
2617,0.0001
434,0.0004
28,0.0096
19,0.0138
364,0.0006
126,0.0008
90,0.0015
17,0.0129
610,0.0001
187,0.0005
57,0.0031
71,0.0022
145,0.001
193,0.0005
64,0.0018
275,0.0003
92,0.0014
2431,0.0002
352,0.0003
680,0.0002
218,0.0005
53,0.0034
583,0.0001
140,0.0008
159,0.001
1286,0.0001
378,0.0002
169,0.0011
121,0.0013
1220,0.0001
766,0.0001
106,0.0017
81,0.0022
83,0.0012
536,0.0002
260,0.0006
58,0.0041
100,0.0015
748,0.0001
850,0.0001
386,0.0002
752,0.0002
139,0.0011
137,0.0009
1569,0.0001
203,0.001
273,0.0006
23,0.0116
845,0.0001
82,0.0019
485,0.0001
150,0.0009
1920,0.0001
181,0.0006
68,0.0022
1257,0.0001
47,0.0038
1329,0.0002
123,0.0015
614,0.0003
79,0.0021
77,0.0015
171,0.0013
89,0.0018
112,0.001
225,0.0006
84,0.0012
76,0.0021
607,0.0001
231,0.0003
3109,0.0001
678,0.0001
770,0.0001
296,0.0004
2123,0.0001
182,0.001
397,0.0002
202,0.0006
4414,0.0001
69,0.003
484,0.0001
233,0.0004
706,0.0001
739,0.0003
398,0.0001
