0,0.0
5001,0.0629
355,0.0002
12,0.0157
21,0.0108
56,0.0037
382,0.0002
11,0.0166
38,0.0058
1019,0.0003
1564,0.0003
235,0.0005
68,0.0033
7,0.0123
60,0.0039
33,0.0061
322,0.0004
83,0.0027
80,0.0022
52,0.005
16,0.013
388,0.0003
19,0.01
23,0.0115
82,0.0024
4306,0.0001
1726,0.0002
491,0.0003
29,0.0096
198,0.0006
97,0.0019
1345,0.0002
84,0.0026
3015,0.0001
306,0.0007
192,0.0009
2378,0.0001
436,0.0002
46,0.0036
196,0.0007
200,0.0008
1116,0.0002
1238,0.0001
490,0.0002
92,0.0027
1073,0.0001
226,0.0009
564,0.0003
1157,0.0002
13,0.0154
28,0.0094
45,0.0048
169,0.001
1100,0.0001
69,0.0033
76,0.0028
139,0.0018
1988,0.0002
22,0.0112
18,0.012
216,0.001
2520,0.0001
4238,0.0001
20,0.0118
53,0.004
8,0.0152
95,0.0019
2963,0.0001
17,0.011
114,0.0016
34,0.0067
2912,0.0001
117,0.0018
87,0.0027
115,0.0015
81,0.0027
554,0.0002
31,0.0054
27,0.0096
639,0.0002
4,0.0029
47,0.0059
648,0.0003
5,0.0066
123,0.0018
1009,0.0003
15,0.0155
30,0.0065
6,0.0112
1742,0.0001
1228,0.0002
1058,0.0001
90,0.0026
91,0.0021
167,0.0008
272,0.0003
561,0.0003
273,0.0006
9,0.0153
107,0.0013
62,0.0048
108,0.0019
368,0.0005
1368,0.0001
58,0.0041
3392,0.0001
2184,0.0001
363,0.0003
141,0.0019
1140,0.0001
24,0.01
259,0.0006
2421,0.0002
1236,0.0001
74,0.0026
57,0.0035
1298,0.0001
325,0.0008
423,0.0002
284,0.0005
181,0.0009
36,0.0063
67,0.0034
155,0.0005
75,0.0021
61,0.0036
41,0.0053
946,0.0001
315,0.0007
4995,0.0001
121,0.0016
102,0.002
54,0.0035
43,0.0052
10,0.0139
96,0.0017
620,0.0002
623,0.0003
914,0.0002
39,0.0057
32,0.0079
65,0.0037
393,0.0003
104,0.0009
103,0.0014
220,0.0007
51,0.0043
385,0.0004
1496,0.0001
1091,0.0002
3589,0.0001
40,0.0071
131,0.0008
234,0.0004
291,0.0008
274,0.0005
142,0.0016
37,0.0065
326,0.0004
42,0.0058
35,0.0059
94,0.0014
63,0.0039
402,0.0003
749,0.0002
124,0.0013
457,0.0007
1313,0.0001
846,0.0003
14,0.0131
210,0.0008
1062,0.0001
576,0.0004
156,0.002
3378,0.0001
713,0.0002
170,0.0009
127,0.0011
171,0.0008
188,0.0009
328,0.0004
116,0.0011
459,0.0004
2087,0.0001
249,0.0005
277,0.0005
2133,0.0001
642,0.0002
1118,0.0002
88,0.002
44,0.0076
78,0.0028
25,0.009
218,0.001
354,0.0003
148,0.0016
1250,0.0001
4029,0.0001
182,0.001
1109,0.0001
120,0.0014
212,0.0009
3226,0.0001
1455,0.0001
264,0.0007
72,0.0025
207,0.0005
150,0.0018
221,0.0007
199,0.0005
516,0.0006
275,0.0002
1438,0.0001
632,0.0004
293,0.0006
256,0.0008
868,0.0003
936,0.0002
616,0.0001
64,0.0038
979,0.0001
732,0.0001
176,0.0007
137,0.001
659,0.0003
537,0.0002
215,0.0009
105,0.0019
163,0.001
608,0.0002
619,0.0002
145,0.0012
1995,0.0001
144,0.0011
657,0.0003
797,0.0002
2628,0.0001
3176,0.0001
253,0.0006
429,0.0003
1080,0.0004
1202,0.0002
85,0.0026
522,0.0004
247,0.0006
1329,0.0001
334,0.0005
4339,0.0001
154,0.0004
49,0.0047
1183,0.0002
453,0.0005
186,0.001
48,0.0032
3156,0.0001
305,0.0006
1099,0.0002
77,0.0023
4328,0.0001
815,0.0001
1071,0.0001
1354,0.0002
357,0.0003
110,0.0018
878,0.0002
168,0.0007
236,0.0006
585,0.0003
71,0.0033
129,0.0008
4874,0.0001
147,0.001
700,0.0003
1658,0.0002
86,0.0017
304,0.0003
257,0.0005
301,0.0005
265,0.0007
1054,0.0001
233,0.0005
89,0.0017
2356,0.0001
130,0.0008
480,0.0003
571,0.0002
50,0.0041
2805,0.0001
134,0.0015
863,0.0005
26,0.0081
308,0.0006
737,0.0002
73,0.0023
187,0.0009
106,0.0017
99,0.0022
79,0.0027
607,0.0004
55,0.0033
529,0.0002
4853,0.0001
439,0.0003
532,0.0002
166,0.0009
472,0.0002
173,0.0004
772,0.0004
138,0.0015
175,0.0006
119,0.0018
149,0.001
413,0.0008
229,0.0005
244,0.0005
2575,0.0001
